3.216713666915893555e-02,4.666683077812194824e-02,-1.986308768391609192e-02,-2.117080055177211761e-02,-3.614448010921478271e-02,-3.150362521409988403e-02,-1.018977761268615723e-01,1.052446365356445312e-01,-1.249477267265319824e-01,-1.743175983428955078e-01,-1.456544548273086548e-01,-2.435036934912204742e-02,-7.123652845621109009e-02,1.726753264665603638e-01,1.684705764055252075e-01,1.074579358100891113e-01,-1.457609981298446655e-01,1.811533868312835693e-01,-4.570696875452995300e-02,9.192020446062088013e-02,3.447945788502693176e-02,-1.008204557001590729e-02,1.358540803194046021e-01,-8.182017505168914795e-02,1.299471557140350342e-01,-2.884267270565032959e-02,8.777236193418502808e-02,5.561386421322822571e-02,5.761832371354103088e-02,1.009228900074958801e-01
1.114462222903966904e-02,9.172310680150985718e-02,-1.344882696866989136e-01,1.156463753432035446e-02,7.108145952224731445e-02,9.425022453069686890e-02,-1.557358354330062866e-01,1.937902271747589111e-01,-7.746332790702581406e-03,-2.835729159414768219e-02,3.043234348297119141e-02,-1.211825236678123474e-01,-7.752749603241682053e-03,-1.291597727686166763e-02,-9.303469955921173096e-02,8.663256466388702393e-02,1.883630603551864624e-01,9.829252958297729492e-02,8.785443007946014404e-02,-1.239196024835109711e-02,-4.684771969914436340e-02,7.593392580747604370e-02,-6.186846643686294556e-03,-3.940773382782936096e-02,2.714969590306282043e-02,1.689028888940811157e-01,3.023498691618442535e-02,8.393319696187973022e-02,9.103450179100036621e-02,-2.282464802265167236e-01
-7.723131030797958374e-02,1.219188496470451355e-01,-2.454877085983753204e-02,-1.641666442155838013e-01,1.316207088530063629e-02,-1.028319597244262695e-01,1.317135244607925415e-01,1.569553092122077942e-02,5.203422531485557556e-02,2.262372225522994995e-01,-9.164118766784667969e-02,-5.754591897130012512e-02,1.927419565618038177e-02,4.854793474078178406e-02,-1.918743737041950226e-02,-2.962028421461582184e-02,-1.333570927381515503e-01,-1.417952775955200195e-01,1.329212188720703125e-01,-2.380231767892837524e-02,-8.891200274229049683e-02,-4.500588867813348770e-03,8.312381803989410400e-02,8.931751549243927002e-02,-4.010128229856491089e-02,2.810319699347019196e-02,-8.706089109182357788e-02,1.524280756711959839e-01,-2.611846476793289185e-02,-6.818642467260360718e-02
-1.886649727821350098e-01,5.082586407661437988e-02,-1.305766254663467407e-01,-1.410246826708316803e-02,-1.252711713314056396e-01,-9.088766761124134064e-03,-2.441273443400859833e-02,-4.363620281219482422e-02,-1.204737052321434021e-01,-4.510939866304397583e-02,-1.107117086648941040e-01,-1.951306313276290894e-02,-6.687999516725540161e-02,7.000414282083511353e-02,-6.224320828914642334e-02,1.092399284243583679e-01,-9.466566890478134155e-02,-1.001361235976219177e-01,1.455611884593963623e-01,-7.424432039260864258e-02,-1.161330267786979675e-01,3.696018457412719727e-02,3.789294138550758362e-02,1.256141811609268188e-01,-1.155590638518333435e-02,3.512650728225708008e-02,7.445749361068010330e-04,9.435339272022247314e-02,-1.102756708860397339e-01,3.542619943618774414e-02
-4.710644483566284180e-03,-5.058531183749437332e-03,3.245665226131677628e-03,2.409693785011768341e-02,5.901395529508590698e-02,-1.284624077379703522e-02,-1.134293004870414734e-01,1.829117238521575928e-01,1.043912488967180252e-03,8.008879423141479492e-02,1.202063560485839844e-01,6.581815332174301147e-02,-4.586313734762370586e-04,-1.605836004018783569e-01,1.471810936927795410e-01,-1.503539830446243286e-01,-2.784258918836712837e-03,-2.886984869837760925e-02,-8.248063921928405762e-02,5.471520870923995972e-02,-1.143962442874908447e-01,3.062004968523979187e-02,-1.762984879314899445e-02,1.437585949897766113e-01,-1.556319147348403931e-01,-1.148997619748115540e-01,-6.857182085514068604e-02,1.364706456661224365e-02,-2.020591869950294495e-02,-7.946020923554897308e-03
-1.040239930152893066e-01,-6.876154989004135132e-02,2.763258516788482666e-01,1.374166458845138550e-01,-1.069830209016799927e-01,1.003204956650733948e-01,2.421670593321323395e-02,4.843799397349357605e-02,3.203465137630701065e-03,1.115279793739318848e-01,7.954595237970352173e-02,-1.331553310155868530e-01,1.787847429513931274e-01,-2.543191015720367432e-01,-7.223223801702260971e-03,-1.218735426664352417e-01,-7.344532757997512817e-02,-1.598558425903320312e-01,-7.299652695655822754e-02,-5.451447889208793640e-02,-7.326772063970565796e-02,-5.200264230370521545e-02,-2.919516526162624359e-02,-1.371923387050628662e-01,-7.941686362028121948e-02,1.833853870630264282e-02,-6.140002980828285217e-02,5.211935937404632568e-02,-1.553870365023612976e-02,-5.112629011273384094e-02
6.074609234929084778e-03,1.416784971952438354e-01,-1.581704169511795044e-01,1.477408707141876221e-01,2.537678694352507591e-03,9.051188826560974121e-02,9.537527710199356079e-02,8.274921029806137085e-02,1.123729944229125977e-01,-1.689726673066616058e-02,-1.008573770523071289e-01,-2.434759773313999176e-02,-3.319245949387550354e-02,-1.009394377470016479e-01,-1.135134920477867126e-01,-2.802110612392425537e-01,1.304715424776077271e-01,-1.633558571338653564e-01,-6.508813053369522095e-02,2.937979437410831451e-02,2.006689012050628662e-01,-5.038013681769371033e-02,4.415974766016006470e-02,-1.383257210254669189e-01,-1.059829294681549072e-01,-2.257373742759227753e-02,-1.057112291455268860e-01,-1.903640478849411011e-02,2.402362413704395294e-02,-8.893459290266036987e-02
-2.322199009358882904e-02,4.872857406735420227e-02,1.019252613186836243e-01,1.469563394784927368e-01,4.966417793184518814e-03,-1.880975812673568726e-02,2.079342007637023926e-01,5.330961570143699646e-02,1.713459193706512451e-02,1.350064277648925781e-01,-3.507031127810478210e-02,7.748452574014663696e-02,1.220241189002990723e-02,1.794590950012207031e-01,-1.040211021900177002e-01,-1.123953685164451599e-01,-2.683328688144683838e-01,-9.258349239826202393e-02,4.824236035346984863e-02,7.994300872087478638e-02,9.529067203402519226e-03,3.271098062396049500e-02,6.367091089487075806e-02,-1.748993434011936188e-02,-7.935026288032531738e-02,-6.846538186073303223e-02,-1.624505519866943359e-01,7.904984802007675171e-02,-3.807082399725914001e-02,5.036172643303871155e-02
1.340303011238574982e-02,-3.794993972405791283e-03,-7.623521611094474792e-03,-3.338414430618286133e-02,4.876867309212684631e-02,-1.840221285820007324e-01,-6.501656770706176758e-02,3.507518395781517029e-02,6.243070214986801147e-02,1.202807296067476273e-02,2.955400012433528900e-02,-8.676121383905410767e-02,1.469238568097352982e-02,4.578811302781105042e-02,1.543731056153774261e-02,-1.617574132978916168e-02,8.254399895668029785e-02,1.131551042199134827e-01,3.412673715502023697e-03,-1.047290582209825516e-02,-7.146732509136199951e-02,-2.541964687407016754e-02,-1.265836507081985474e-01,-7.761302590370178223e-02,-5.356744676828384399e-02,1.172836869955062866e-01,-9.056475944817066193e-03,2.750589512288570404e-02,-1.011324152350425720e-01,-1.148773655295372009e-01
3.685437142848968506e-02,-3.170792758464813232e-02,-4.080579057335853577e-02,9.644535928964614868e-02,8.781327307224273682e-02,-3.129952773451805115e-02,-1.705163531005382538e-02,-4.151045158505439758e-02,2.758321538567543030e-02,-6.681415438652038574e-02,-8.766152709722518921e-02,4.534352570772171021e-02,9.795670211315155029e-02,2.898833453655242920e-01,1.442673951387405396e-01,-3.128669783473014832e-02,-7.199030369520187378e-02,-1.588205224834382534e-03,1.148258894681930542e-02,1.263882517814636230e-01,-3.993024677038192749e-02,1.160281002521514893e-01,-5.671893432736396790e-02,-4.095380380749702454e-02,2.686190418899059296e-02,9.768143296241760254e-03,3.405220061540603638e-02,6.335221230983734131e-02,-1.682756235823035240e-03,-3.747621551156044006e-02
