2.791347168385982513e-02,-2.164852917194366455e-01,-3.351589664816856384e-03,-9.222530061379075050e-04,-1.168081536889076233e-01,1.183201149106025696e-01,-1.417478770017623901e-01,6.222904659807682037e-03,2.517624292522668839e-03,5.766115337610244751e-02
3.142941370606422424e-02,6.760993599891662598e-02,4.554900899529457092e-02,4.453788325190544128e-02,-7.250881940126419067e-02,1.122676804661750793e-01,2.060702070593833923e-02,-8.311421424150466919e-02,3.538603335618972778e-02,1.009504795074462891e-01
-2.971542626619338989e-02,-6.999187171459197998e-02,2.235216833651065826e-02,-3.129611257463693619e-03,2.081600576639175415e-01,-2.948049688711762428e-03,6.851825863122940063e-02,9.284678846597671509e-02,-1.431404352188110352e-01,-1.353771239519119263e-01
1.675828099250793457e-01,-8.590732701122760773e-03,-8.356326818466186523e-02,-1.426023840904235840e-01,-1.434278935194015503e-01,6.276962906122207642e-02,-6.966241449117660522e-02,1.534550357609987259e-02,3.408338129520416260e-02,2.669985219836235046e-02
6.543983519077301025e-02,2.904406189918518066e-01,5.885644257068634033e-02,-6.945892237126827240e-03,-4.509259387850761414e-02,-6.145055964589118958e-02,-5.698643624782562256e-02,2.449314855039119720e-02,-2.047977596521377563e-02,-4.161177948117256165e-02
-1.569810882210731506e-02,1.296289414167404175e-01,-9.916333109140396118e-02,-6.632558070123195648e-03,-4.549285024404525757e-02,5.797842144966125488e-02,2.461672294884920120e-03,1.011065542697906494e-01,-3.937960788607597351e-02,-3.904149308800697327e-02
-4.057145491242408752e-02,-3.323773667216300964e-02,1.083541736006736755e-01,1.012440025806427002e-01,7.046953588724136353e-02,-3.485907986760139465e-02,-4.174787551164627075e-02,-4.239317029714584351e-02,-5.713301245123147964e-03,1.324392408132553101e-01
-6.928443908691406250e-02,4.327766597270965576e-02,7.127444446086883545e-02,-4.389915987849235535e-02,3.747983276844024658e-02,1.480084657669067383e-02,6.280817091464996338e-02,9.056548587977886200e-03,7.425099611282348633e-02,4.375832527875900269e-02
1.088940575718879700e-01,1.552814384922385216e-03,-5.542147159576416016e-02,-6.529527902603149414e-02,-8.106171339750289917e-02,1.862159818410873413e-01,8.052984625101089478e-02,-2.063858322799205780e-02,1.708536744117736816e-01,2.219141460955142975e-02
-4.928752407431602478e-02,1.998826265335083008e-01,2.473173104226589203e-02,-6.599402986466884613e-03,-5.528993904590606689e-03,2.144573032855987549e-01,-4.442517086863517761e-02,-9.095992892980575562e-03,8.602571487426757812e-02,1.896916478872299194e-01
-9.715772420167922974e-02,-3.736486658453941345e-02,-5.079759284853935242e-04,5.761453881859779358e-02,9.126783907413482666e-02,8.384885638952255249e-02,1.074007302522659302e-01,-7.488334178924560547e-02,1.030635684728622437e-01,4.154469445347785950e-02
2.419056929647922516e-02,4.771551489830017090e-02,5.719720199704170227e-02,-7.145491987466812134e-02,-6.782197952270507812e-02,1.444501280784606934e-01,7.970745675265789032e-03,-9.358696639537811279e-02,-1.661796681582927704e-02,-3.235386312007904053e-02
1.286620274186134338e-03,-9.071663022041320801e-02,-2.983061969280242920e-02,6.655677407979965210e-02,4.183697979897260666e-03,-5.193289369344711304e-02,1.918721757829189301e-02,-8.093533664941787720e-02,7.187610119581222534e-02,5.101930350065231323e-02
